	NMDC_analysis_id	relation	NERSC_activity_json	API_alternate_ids
270	nmdc:mga079y988	was_informed_by	Gp0127653	['img.taxon:3300042798', 'biosample:SAMN06267138', 'gold:Gb0126454']
271	nmdc:mga07aeg83	was_informed_by	Gp0566791	['img.taxon:3300048090']
272	nmdc:mga07bpb41	was_informed_by	SAMEA7724128_ERR5004506	['gold:Gb0239950']
273	nmdc:mga07cts35	was_informed_by	Gp0325960	['img.taxon:3300031573', 'biosample:SAMN10864215']
274	nmdc:mga07d7123	was_informed_by	Gp0208578	null
275	nmdc:mga07e63	was_informed_by	Gp0116333	['img.taxon:3300006853', 'biosample:SAMN06343962']
276	nmdc:mga07f5p22	was_informed_by	SAMEA7724294_ERR5003337	['gold:Gb0240015']
277	nmdc:mga07fqj52	was_informed_by	Gp0566781	['img.taxon:3300046474']
278	nmdc:mga07fr495	was_informed_by	Gp0095973	null
279	nmdc:mga07gx047	was_informed_by	SAMEA7724347_ERR5004188	['gold:Gb0240051']
280	nmdc:mga07gxh93	was_informed_by	Gp0566674	['img.taxon:3300046791']
281	nmdc:mga07h8z62	was_informed_by	SAMEA7723902_ERR5003109	['gold:Gb0240115']
282	nmdc:mga07jpm44	was_informed_by	SAMEA7724303_ERR5004082	['gold:Gb0239924']
283	nmdc:mga07m2h97	was_informed_by	Gp0225768	null
284	nmdc:mga07m45	was_informed_by	Gp0116329	['img.taxon:3300006353', 'biosample:SAMN06343959']
285	nmdc:mga07t1c12	was_informed_by	SAMEA7724345_ERR5004973	['gold:Gb0240049']
286	nmdc:mga07tz563	was_informed_by	Gp0321293	['img.taxon:3300042847', 'biosample:SAMN10864331', 'gold:Gb0191673']
287	nmdc:mga07w21	was_informed_by	Gp0208361	['img.taxon:3300014156', 'biosample:SAMN07631760']
288	nmdc:mga08009	was_informed_by	Gp0213338	['img.taxon:3300017938', 'biosample:SAMN08779014']
289	nmdc:mga081c477	was_informed_by	Gp0119852	['img.taxon:3300042779', 'biosample:SAMN06343768', 'gold:Gb0119262']
290	nmdc:mga08203	was_informed_by	Gp0138759	null
291	nmdc:mga0822t33	was_informed_by	Gp0127641	['img.taxon:3300042775', 'biosample:SAMN06267127', 'gold:Gb0126442']
292	nmdc:mga084rf55	was_informed_by	Gp0566804	['img.taxon:3300046516']
293	nmdc:mga087qn35	was_informed_by	Gp0331401	null
294	nmdc:mga0882a79	was_informed_by	Gp0566685	['img.taxon:3300046795']
295	nmdc:mga08882.prev	was_informed_by	Gp0116335	null
296	nmdc:mga08882	was_informed_by	Gp0116335	['img.taxon:3300009156', 'biosample:SAMN06343964']
297	nmdc:mga0894a16	was_informed_by	Gp0344838	['img.taxon:3300031572', 'biosample:SAMN10864289']
298	nmdc:mga08acq17	was_informed_by	Gp0566700	['img.taxon:3300047091']
299	nmdc:mga08be217	was_informed_by	Gp0566769	['img.taxon:3300047673']
300	nmdc:mga08bha93	was_informed_by	SAMEA7724285_ERR5002051	['gold:Gb0239937']
301	nmdc:mga08dbn21	was_informed_by	Gp0119857	['img.taxon:3300042784', 'biosample:SAMN06343773', 'gold:Gb0119267']
302	nmdc:mga08dc570	was_informed_by	Gp0344900	['img.taxon:3300031796', 'biosample:SAMN11532135']
303	nmdc:mga08dx684	was_informed_by	Gp0566825	['img.taxon:3300046694']
304	nmdc:mga08e8598	was_informed_by	Gp0225783	null
305	nmdc:mga08eba86	was_informed_by	Gp0566855	['img.taxon:3300047446']
306	nmdc:mga08ehn59	was_informed_by	Gp0344821	['img.taxon:3300031778', 'biosample:SAMN11532405']
307	nmdc:mga08f61	was_informed_by	SRR8849218	null
308	nmdc:mga08hnt47	was_informed_by	Gp0127651	['img.taxon:3300042797', 'biosample:SAMN06267136', 'gold:Gb0126452']
309	nmdc:mga08j52	was_informed_by	SRR8849208	null
310	nmdc:mga08js743	was_informed_by	Gp0128143	null
311	nmdc:mga08kx682	was_informed_by	Gp0321303	['img.taxon:3300042871', 'biosample:SAMN10864123', 'gold:Gb0191683']
312	nmdc:mga08prf49	was_informed_by	SAMEA7724259_ERR5003317	['gold:Gb0239991']
313	nmdc:mga08r34	was_informed_by	Gp0208360	['img.taxon:3300014160', 'biosample:SAMN07631759']
314	nmdc:mga08s8a47	was_informed_by	Gp0566702	['img.taxon:3300046688']
315	nmdc:mga08v25	was_informed_by	SRR8849203	null
316	nmdc:mga08w1r94	was_informed_by	SAMEA7724289_ERR5004855	['gold:Gb0239939']
317	nmdc:mga08w22	was_informed_by	SRR13122233	null
318	nmdc:mga08wz293	was_informed_by	SAMEA7724296	null
319	nmdc:mga08x19	was_informed_by	Gp0116349	['img.taxon:3300006914', 'biosample:SAMN06343976']
320	nmdc:mga08y16	was_informed_by	Gp0116345	['img.taxon:3300027907', 'biosample:SAMN06266326']
321	nmdc:mga0903a72	was_informed_by	SAMEA7724270_ERR5002041	['gold:Gb0240002']
322	nmdc:mga091q736	was_informed_by	SAMEA7724294	null
323	nmdc:mga09204	was_informed_by	Gp0138764	null
324	nmdc:mga09592	was_informed_by	Gp0116342	['img.taxon:3300006880', 'biosample:SAMN06343970']
325	nmdc:mga09689	was_informed_by	SRR8849220	null
326	nmdc:mga097v059	was_informed_by	SAMEA7724316_ERR5002135	['gold:Gb0240030']
327	nmdc:mga098nj31	was_informed_by	Gp0566856	['img.taxon:3300047322']
328	nmdc:mga099j405	was_informed_by	Gp0566862	['img.taxon:3300047472']
329	nmdc:mga09aej88	was_informed_by	SAMEA7724306_ERR5003347	['gold:Gb0239927']
330	nmdc:mga09f1f50	was_informed_by	Gp0119866	['img.taxon:3300042807', 'biosample:SAMN06343682', 'gold:Gb0119276']
331	nmdc:mga09fke71	was_informed_by	Gp0306250	null
332	nmdc:mga09m47	was_informed_by	Gp0213339	['img.taxon:3300018038', 'biosample:SAMN08776997']
333	nmdc:mga09mj272	was_informed_by	Gp0566727	['img.taxon:3300049450']
334	nmdc:mga09myx03	was_informed_by	Gp0111286	null
335	nmdc:mga09n3g47	was_informed_by	Gp0127630	['img.taxon:3300042764', 'biosample:SAMN06267116', 'gold:Gb0126431']
336	nmdc:mga09n7k42	was_informed_by	Gp0128140	null
337	nmdc:mga09n9y11	was_informed_by	SAMEA7724227_ERR5001940	['gold:Gb0240054']
338	nmdc:mga09pck79	was_informed_by	SAMEA7724296_ERR5004075	['gold:Gb0240017']
339	nmdc:mga09q8m07	was_informed_by	Gp0321271	['img.taxon:3300042826', 'biosample:SAMN10864149', 'gold:Gb0191651']
340	nmdc:mga09t29	was_informed_by	Gp0138738	['img.taxon:3300025459', 'biosample:SAMN06264667']
341	nmdc:mga09wpw60	was_informed_by	Gp0127639	['img.taxon:3300042773', 'biosample:SAMN06267125', 'gold:Gb0126440']
342	nmdc:mga09wq921	was_informed_by	SAMEA7724345_ERR5003432	['gold:Gb0240049']
343	nmdc:mga09wys77	was_informed_by	Gp0321304	['img.taxon:3300042872', 'biosample:SAMN10864171', 'gold:Gb0191684']
344	nmdc:mga09xb262	was_informed_by	SAMEA7724221_ERR5003908	['gold:Gb0240085']
345	nmdc:mga09xf169	was_informed_by	Gp0566726	['img.taxon:3300047439']
346	nmdc:mga09yrm53	was_informed_by	SAMEA7724217_ERR5004691	['gold:Gb0240094']
347	nmdc:mga0a011	was_informed_by	Gp0213367	['img.taxon:3300018037', 'biosample:SAMN08777129']
348	nmdc:mga0a0jd35	was_informed_by	Gp0566645	['img.taxon:3300046709']
349	nmdc:mga0a0n659	was_informed_by	Gp0344876	['img.taxon:3300031782', 'biosample:SAMN11532078']
350	nmdc:mga0a205	was_informed_by	Gp0116346	['img.taxon:3300006852', 'biosample:SAMN06343973']
351	nmdc:mga0a26d87	was_informed_by	Gp0566710	['img.taxon:3300046824']
352	nmdc:mga0a5jv56	was_informed_by	Gp0111288	null
353	nmdc:mga0a5y440	was_informed_by	SAMEA7724278_ERR5004844	['gold:Gb0240010']
354	nmdc:mga0a6vd42	was_informed_by	Gp0344861	['img.taxon:3300031763', 'biosample:SAMN11532311']
355	nmdc:mga0a79a65	was_informed_by	Gp0225792	null
356	nmdc:mga0a9qw89	was_informed_by	Gp0321425	null
357	nmdc:mga0aa1m26	was_informed_by	SAMEA7724320_ERR5004948	['gold:Gb0240034']
358	nmdc:mga0aajm43	was_informed_by	Gp0566802	['img.taxon:3300048091']
359	nmdc:mga0ac72	was_informed_by	Gp0138727	['img.taxon:3300009759', 'biosample:SAMN06266165']
360	nmdc:mga0ad1473	was_informed_by	Gp0344890	['img.taxon:3300031779', 'biosample:SAMN11533381']
361	nmdc:mga0ae8d85	was_informed_by	Gp0321273	['img.taxon:3300042822', 'biosample:SAMN10864389', 'gold:Gb0191653']
362	nmdc:mga0af2c17	was_informed_by	SAMEA7724288_ERR5004067	['gold:Gb0239938']
363	nmdc:mga0af63	was_informed_by	Gp0213344	['img.taxon:3300018014', 'biosample:SAMN08779043']
364	nmdc:mga0agmt25	was_informed_by	Gp0566740	['img.taxon:3300047442']
365	nmdc:mga0aj54	was_informed_by	Gp0138744	['img.taxon:3300025506', 'biosample:SAMN06264878']
366	nmdc:mga0ak4p20	was_informed_by	Gp0127635	['img.taxon:3300042769', 'biosample:SAMN06267121', 'gold:Gb0126436']
367	nmdc:mga0ak51	was_informed_by	Gp0138753	['img.taxon:3300025446', 'biosample:SAMN06266176']
368	nmdc:mga0amgz37	was_informed_by	Gp0331389	null
369	nmdc:mga0amm328	was_informed_by	SAMEA7724317_ERR5002136	['gold:Gb0240031']
370	nmdc:mga0andh11	was_informed_by	Gp0127648	['img.taxon:3300042795', 'biosample:SAMN06267134', 'gold:Gb0126449']
371	nmdc:mga0ap3t06	was_informed_by	Gp0331405	null
372	nmdc:mga0ap42	was_informed_by	Gp0213372	['img.taxon:3300018008', 'biosample:SAMN08778354']
373	nmdc:mga0ap6f42	was_informed_by	SAMEA7724283_ERR5002049	['gold:Gb0239935']
374	nmdc:mga0aq39	was_informed_by	SRR8849232	null
375	nmdc:mga0at30	was_informed_by	Gp0138747	null
376	nmdc:mga0atqh84	was_informed_by	Gp0225794	null
377	nmdc:mga0ax21	was_informed_by	Gp0138747	['img.taxon:3300025473', 'biosample:SAMN06266174']
378	nmdc:mga0ax8604	was_informed_by	Gp0344831	['img.taxon:3300031780', 'biosample:SAMN11532404']
379	nmdc:mga0ayv073	was_informed_by	Gp0566715	['img.taxon:3300046726']
380	nmdc:mga0az15	was_informed_by	SRR12479689	null
381	nmdc:mga0azqp35	was_informed_by	Gp0128144	null
382	nmdc:mga0b07117	was_informed_by	Gp0225770	null
383	nmdc:mga0b0et46	was_informed_by	Gp0566852	['img.taxon:3300047321']
384	nmdc:mga0b1ca27	was_informed_by	Gp0321424	null
385	nmdc:mga0b1gt80	was_informed_by	Gp0566662	['img.taxon:3300046789']
386	nmdc:mga0b1xb41	was_informed_by	SAMEA7724281_ERR5003326	['gold:Gb0240013']
387	nmdc:mga0b303	was_informed_by	Gp0213337	['img.taxon:3300017940', 'biosample:SAMN08776828']
388	nmdc:mga0b497	was_informed_by	SRR13122155	null
389	nmdc:mga0b5aq17	was_informed_by	SAMEA7724208_ERR5001925	['gold:Gb0240087']
390	nmdc:mga0b6cy30	was_informed_by	Gp0127632	['img.taxon:3300042766', 'biosample:SAMN06267118', 'gold:Gb0126433']
391	nmdc:mga0b788	was_informed_by	Gp0138734	null
392	nmdc:mga0b7gk02	was_informed_by	Gp0566670	['img.taxon:3300046739']
393	nmdc:mga0b982	was_informed_by	Gp0213368	['img.taxon:3300018009', 'biosample:SAMN08776813']
394	nmdc:mga0b9y137	was_informed_by	SAMEA7724340_ERR5003427	['gold:Gb0240044']
395	nmdc:mga0bbfk32	was_informed_by	Gp0344836	['img.taxon:3300032065', 'biosample:SAMN11532883']
396	nmdc:mga0bd70	was_informed_by	SRR8849248	null
397	nmdc:mga0bfpq58	was_informed_by	Gp0127625	['img.taxon:3300042759', 'biosample:SAMN06266284', 'gold:Gb0126426']
398	nmdc:mga0bg1t60	was_informed_by	SAMEA7724297_ERR5004076	['gold:Gb0239918']
399	nmdc:mga0bhq580	was_informed_by	Gp0321431	null
400	nmdc:mga0bk7j89	was_informed_by	Gp0119854	['img.taxon:3300042781', 'biosample:SAMN06343770', 'gold:Gb0119264']
401	nmdc:mga0bm49	was_informed_by	Gp0213332	['img.taxon:3300017935', 'biosample:SAMN08779011']
402	nmdc:mga0bm6d38	was_informed_by	Gp0321265	['img.taxon:3300042824', 'biosample:SAMN10863952', 'gold:Gb0191645']
403	nmdc:mga0bmdb51	was_informed_by	Gp0566703	['img.taxon:3300046722']
404	nmdc:mga0bmta67	was_informed_by	Gp0566728	['img.taxon:3300047440']
405	nmdc:mga0bn46	was_informed_by	Gp0138760	['img.taxon:3300009764', 'biosample:SAMN06266179']
406	nmdc:mga0bpf635	was_informed_by	Gp0127644	['img.taxon:3300042778', 'biosample:SAMN06267130', 'gold:Gb0126445']
407	nmdc:mga0bvh021	was_informed_by	Gp0566830	['img.taxon:3300046530']
408	nmdc:mga0bxcx90	was_informed_by	Gp0344881	['img.taxon:3300031795', 'biosample:SAMN11532488']
409	nmdc:mga0bxsj39	was_informed_by	Gp0331411	null
410	nmdc:mga0byst47	was_informed_by	Gp0566632	['img.taxon:3300046656']
411	nmdc:mga0bzk539	was_informed_by	Gp0566655	['img.taxon:3300046737']
412	nmdc:mga0c33s91	was_informed_by	Gp0344826	['img.taxon:3300031794', 'biosample:SAMN11532133']
413	nmdc:mga0c67d33	was_informed_by	Gp0566765	['img.taxon:3300046794']
414	nmdc:mga0c68j19	was_informed_by	Gp0566793	['img.taxon:3300046452']
415	nmdc:mga0c71q29	was_informed_by	SAMEA7724270_ERR5003320	['gold:Gb0240002']
416	nmdc:mga0c75490	was_informed_by	SAMEA7724227_ERR5004701	['gold:Gb0240054']
417	nmdc:mga0c789	was_informed_by	Gp0213354	['img.taxon:3300017998', 'biosample:SAMN08777132']
418	nmdc:mga0c85813	was_informed_by	Gp0344885	['img.taxon:3300031679', 'biosample:SAMN10864294']
419	nmdc:mga0c8cx54	was_informed_by	Gp0566725	['img.taxon:3300047467']
420	nmdc:mga0c8f920	was_informed_by	SAMEA7724321_ERR5004162	['gold:Gb0240035']
421	nmdc:mga0cc74	was_informed_by	Gp0138756	['img.taxon:3300009762', 'biosample:SAMN06265143']
422	nmdc:mga0cf0450	was_informed_by	Gp0115674	['img.taxon:3300042751', 'biosample:SAMN06343874', 'gold:Gb0115228']
423	nmdc:mga0ckxp56	was_informed_by	SAMEA7723902_ERR5003681	['gold:Gb0240115']
424	nmdc:mga0cmya28	was_informed_by	Gp0566832	['img.taxon:3300046615']
425	nmdc:mga0cmzv75	was_informed_by	Gp0566641	['img.taxon:3300046834']
426	nmdc:mga0cr38	was_informed_by	SRR8849243	null
427	nmdc:mga0crw281	was_informed_by	Gp0344882	['img.taxon:3300032044', 'biosample:SAMN11528591']
428	nmdc:mga0cs2w09	was_informed_by	Gp0208577	null
429	nmdc:mga0ctef92	was_informed_by	Gp0566851	['img.taxon:3300047444']
430	nmdc:mga0ctf332	was_informed_by	SAMEA7724338_ERR5004179	['gold:Gb0240042']
431	nmdc:mga0ctkz49	was_informed_by	SAMEA7724300_ERR5003342	['gold:Gb0239921']
432	nmdc:mga0ctm046	was_informed_by	SAMEA7724311_ERR5004939	['gold:Gb0240025']
433	nmdc:mga0cv29	was_informed_by	Gp0213373	['img.taxon:3300018023', 'biosample:SAMN08779028']
434	nmdc:mga0cvxk30	was_informed_by	Gp0127642	['img.taxon:3300042776', 'biosample:SAMN06267128', 'gold:Gb0126443']
435	nmdc:mga0cwhj53	was_informed_by	Gp0115672	['img.taxon:3300042749', 'biosample:SAMN06343872', 'gold:Gb0115226']
436	nmdc:mga0cwqc77	was_informed_by	Gp0128141	null
437	nmdc:mga0cx23	was_informed_by	SRR8849270	null
438	nmdc:mga0cyqf35	was_informed_by	SAMEA7724347_ERR5002155	['gold:Gb0240051']
439	nmdc:mga0czd781	was_informed_by	Gp0321427	null
440	nmdc:mga0d00z28	was_informed_by	Gp0566820	['img.taxon:3300046523']
441	nmdc:mga0d014	was_informed_by	Gp0138764	['img.taxon:3300025454', 'biosample:SAMN06266160']
442	nmdc:mga0d0xp84	was_informed_by	Gp0321292	['img.taxon:3300042851', 'biosample:SAMN10864378', 'gold:Gb0191672']
443	nmdc:mga0d2r112	was_informed_by	SAMEA7724214_ERR5004688	['gold:Gb0240100']
444	nmdc:mga0d402	was_informed_by	SRR12479845	null
445	nmdc:mga0d4yt07	was_informed_by	Gp0566773	['img.taxon:3300046542']
446	nmdc:mga0d6j428	was_informed_by	SAMEA7724291_ERR5004070	['gold:Gb0240018']
447	nmdc:mga0d7pj22	was_informed_by	Gp0115670	['img.taxon:3300042747', 'biosample:SAMN06343870', 'gold:Gb0115224']
448	nmdc:mga0d94c86	was_informed_by	Gp0344816	['img.taxon:3300031723', 'biosample:SAMN11532768']
449	nmdc:mga0d9ff88	was_informed_by	Gp0566848	['img.taxon:3300047320']
450	nmdc:mga0daby71	was_informed_by	Gp0127627	['img.taxon:3300042761', 'biosample:SAMN06266285', 'gold:Gb0126428']
451	nmdc:mga0db2b54	was_informed_by	SAMEA7724288	null
452	nmdc:mga0ddf261	was_informed_by	SAMEA7724270_ERR5004049	['gold:Gb0240002']
453	nmdc:mga0df66	was_informed_by	SRR8849245	null
454	nmdc:mga0dhz502	was_informed_by	Gp0208564	null
455	nmdc:mga0dj57	was_informed_by	Gp0208369	['img.taxon:3300014200', 'biosample:SAMN07631767']
456	nmdc:mga0dj6s46	was_informed_by	Gp0344833	['img.taxon:3300032064', 'biosample:SAMN11533380']
457	nmdc:mga0dk5y62	was_informed_by	Gp0208570	null
458	nmdc:mga0dkaf15	was_informed_by	Gp0321299	['img.taxon:3300042852', 'biosample:SAMN10864241', 'gold:Gb0191679']
459	nmdc:mga0dkcp93	was_informed_by	SAMEA7724286	null
460	nmdc:mga0dm3v04	was_informed_by	Gp0115664	['img.taxon:3300042742', 'biosample:SAMN06343864', 'gold:Gb0115218']
461	nmdc:mga0dm4q17	was_informed_by	Gp0127646	['img.taxon:3300042793', 'biosample:SAMN06267132', 'gold:Gb0126447']
462	nmdc:mga0dmf873	was_informed_by	SAMEA7724285	null
463	nmdc:mga0dna609	was_informed_by	Gp0566858	['img.taxon:3300049460']
464	nmdc:mga0dncm66	was_informed_by	SAMEA7724211_ERR5001928	['gold:Gb0240101']
465	nmdc:mga0dnw142	was_informed_by	Gp0321279	['img.taxon:3300042836', 'biosample:SAMN10864141', 'gold:Gb0191659']
466	nmdc:mga0dp45	was_informed_by	SRR8849290	null
467	nmdc:mga0dqhf53	was_informed_by	Gp0119865	['img.taxon:3300042806', 'biosample:SAMN06343681', 'gold:Gb0119275']
468	nmdc:mga0dqwz16	was_informed_by	Gp0566732	['img.taxon:3300049452']
469	nmdc:mga0dsea32	was_informed_by	Gp0566683	['img.taxon:3300046719']
470	nmdc:mga0dt33	was_informed_by	Gp0213357	['img.taxon:3300018013', 'biosample:SAMN08777592']
471	nmdc:mga0dtmv19	was_informed_by	Gp0321289	['img.taxon:3300042835', 'biosample:SAMN10864330', 'gold:Gb0191669']
472	nmdc:mga0dv30	was_informed_by	Gp0138753	null
473	nmdc:mga0dw27	was_informed_by	Gp0116334	['img.taxon:3300027909', 'biosample:SAMN06343963']
474	nmdc:mga0dwaj03	was_informed_by	SAMEA7724334_ERR5004962	['gold:Gb0240038']
475	nmdc:mga0dx24	was_informed_by	SRR8849212	null
476	nmdc:mga0dy5g68	was_informed_by	Gp0566723	['img.taxon:3300047093']
477	nmdc:mga0dy6a87	was_informed_by	SAMEA7724302_ERR5003343	['gold:Gb0239923']
478	nmdc:mga0dzeh09	was_informed_by	SAMEA7724292_ERR5004071	['gold:Gb0240019']
479	nmdc:mga0e015	was_informed_by	Gp0208374	['img.taxon:3300014169', 'biosample:SAMN07631772']
480	nmdc:mga0e0r393	was_informed_by	Gp0566810	['img.taxon:3300046642']
481	nmdc:mga0e23n82	was_informed_by	SAMEA7723904_ERR5003114	['gold:Gb0240121']
482	nmdc:mga0e2xc38	was_informed_by	Gp0208561	null
483	nmdc:mga0e3ts28	was_informed_by	Gp0566811	['img.taxon:3300046663']
484	nmdc:mga0e3xj52	was_informed_by	Gp0208583	null
485	nmdc:mga0e4h029	was_informed_by	Gp0566643	['img.taxon:3300046658']
486	nmdc:mga0e8jh10	was_informed_by	Gp0127624	['img.taxon:3300042758', 'biosample:SAMN06265458', 'gold:Gb0126425']
487	nmdc:mga0e97d43	was_informed_by	SAMEA7724292_ERR5002056	['gold:Gb0240019']
488	nmdc:mga0ea0786	was_informed_by	Gp0225789	null
489	nmdc:mga0ee3723	was_informed_by	SAMEA7724204_ERR5001921	['gold:Gb0240065']
490	nmdc:mga0eehe16	was_informed_by	Gp0115666	['img.taxon:3300042744', 'biosample:SAMN06343866', 'gold:Gb0115220']
491	nmdc:mga0eejb26	was_informed_by	SAMEA7724312_ERR5004153	['gold:Gb0240026']
492	nmdc:mga0ef67	was_informed_by	SRR12480124	null
493	nmdc:mga0ef9567	was_informed_by	Gp0344870	['img.taxon:3300031771', 'biosample:SAMN11532586']
494	nmdc:mga0egpj73	was_informed_by	Gp0344873	['img.taxon:3300032041', 'biosample:SAMN11532407']
495	nmdc:mga0ektc94	was_informed_by	Gp0566844	['img.taxon:3300046616']
496	nmdc:mga0em52	was_informed_by	SRR8849201	null
497	nmdc:mga0em5626	was_informed_by	Gp0321412	null
498	nmdc:mga0emd052.prev2	was_informed_by	Gp0566766	null
499	nmdc:mga0emd052	was_informed_by	Gp0566766	['img.taxon:3300046457']
500	nmdc:mga0emh056	was_informed_by	Gp0566661	['img.taxon:3300046738']
501	nmdc:mga0en49	was_informed_by	Gp0208375	['img.taxon:3300014164', 'biosample:SAMN07631773']
502	nmdc:mga0en8h28	was_informed_by	Gp0225782	null
503	nmdc:mga0eq4y49	was_informed_by	Gp0566757	['img.taxon:3300047315']
504	nmdc:mga0eqc535	was_informed_by	Gp0566821	['img.taxon:3300046543']
505	nmdc:mga0er40	was_informed_by	Gp0208370	['img.taxon:3300014153', 'biosample:SAMN07631768']
506	nmdc:mga0er5172	was_informed_by	SAMEA7724286_ERR5002052	['gold:Gb0239951']
507	nmdc:mga0er9176	was_informed_by	Gp0566713	['img.taxon:3300047672']
508	nmdc:mga0es37	was_informed_by	Gp0138750	null
509	nmdc:mga0es5786	was_informed_by	Gp0331399	null
510	nmdc:mga0et8s67	was_informed_by	Gp0566807	['img.taxon:3300046518']
511	nmdc:mga0etpp90	was_informed_by	Gp0344879	['img.taxon:3300031640', 'biosample:SAMN10864291']
512	nmdc:mga0evc178	was_informed_by	Gp0127643	['img.taxon:3300042777', 'biosample:SAMN06267129', 'gold:Gb0126444']
513	nmdc:mga0ewsj72	was_informed_by	Gp0321428	null
514	nmdc:mga0ey9c41	was_informed_by	Gp0208563	null
515	nmdc:mga0eya951	was_informed_by	SAMEA7724285_ERR5004064	['gold:Gb0239937']
516	nmdc:mga0f210	was_informed_by	SRR8849216	null
517	nmdc:mga0f307	was_informed_by	SRR12479734	null
518	nmdc:mga0f404	was_informed_by	SRR8849272	null
519	nmdc:mga0f58t28	was_informed_by	Gp0566787	['img.taxon:3300046648']
520	nmdc:mga0f598	was_informed_by	Gp0138745	['img.taxon:3300025419', 'biosample:SAMN06266172']
521	nmdc:mga0f5q703	was_informed_by	SAMEA7724341_ERR5004182	['gold:Gb0240045']
522	nmdc:mga0f73941	was_informed_by	SAMEA7724301_ERR5004080	['gold:Gb0239922']
523	nmdc:mga0f74554	was_informed_by	Gp0344871	['img.taxon:3300031781', 'biosample:SAMN11532408']
524	nmdc:mga0f74845	was_informed_by	SAMEA7724317_ERR5004158	['gold:Gb0240031']
525	nmdc:mga0f81a68	was_informed_by	Gp0344858	['img.taxon:3300031544', 'biosample:SAMN10864227']
526	nmdc:mga0f9xs83	was_informed_by	SAMEA7724204_ERR5003891	['gold:Gb0240065']
527	nmdc:mga0fbpz25	was_informed_by	SAMEA7724347_ERR5004975	['gold:Gb0240051']
528	nmdc:mga0fc77	was_informed_by	SRR8849227	null
529	nmdc:mga0fd0w76	was_informed_by	SAMEA7724312_ERR5002131	['gold:Gb0240026']
530	nmdc:mga0fdr475	was_informed_by	Gp0566784	['img.taxon:3300046511']
531	nmdc:mga0fdw091	was_informed_by	Gp0321300	['img.taxon:3300042850', 'biosample:SAMN10864173', 'gold:Gb0191680']
