	NMDC_analysis_id	relation	NERSC_activity_json	API_alternate_ids
532	nmdc:mga0fe9z11	was_informed_by	Gp0321282	['img.taxon:3300042837', 'biosample:SAMN10864180', 'gold:Gb0191662']
533	nmdc:mga0ffzg13	was_informed_by	Gp0344895	['img.taxon:3300031549', 'biosample:SAMN10864411']
534	nmdc:mga0fght98	was_informed_by	Gp0321290	['img.taxon:3300042838', 'biosample:SAMN10864178', 'gold:Gb0191670']
535	nmdc:mga0fhk792	was_informed_by	Gp0321415	null
536	nmdc:mga0fkf367	was_informed_by	Gp0566677	['img.taxon:3300046835']
537	nmdc:mga0fr0v43	was_informed_by	SAMEA7724284_ERR5004850	['gold:Gb0239936']
538	nmdc:mga0frxy63	was_informed_by	Gp0566833	['img.taxon:3300046675']
539	nmdc:mga0fsjy84	was_informed_by	SAMEA7724349_ERR5004977	['gold:Gb0240053']
540	nmdc:mga0ft7t20	was_informed_by	Gp0566850	['img.taxon:3300047319']
541	nmdc:mga0g0e588	was_informed_by	Gp0127647	['img.taxon:3300042794', 'biosample:SAMN06267133', 'gold:Gb0126448']
542	nmdc:mga0g2hq04	was_informed_by	Gp0331396	null
543	nmdc:mga0g3ey12	was_informed_by	Gp0225781	null
544	nmdc:mga0g5y376	was_informed_by	Gp0566718	['img.taxon:3300046798']
545	nmdc:mga0g83c21	was_informed_by	Gp0566652	['img.taxon:3300046837']
546	nmdc:mga0g890	was_informed_by	Gp0213362	['img.taxon:3300018005', 'biosample:SAMN08779026']
547	nmdc:mga0g987	was_informed_by	SRR8849286	null
548	nmdc:mga0gbb355	was_informed_by	Gp0208562	null
549	nmdc:mga0gf69	was_informed_by	Gp0208377	['img.taxon:3300014168', 'biosample:SAMN07631775']
550	nmdc:mga0gg1q48	was_informed_by	Gp0115679	['img.taxon:3300042756', 'biosample:SAMN06343879', 'gold:Gb0115233']
551	nmdc:mga0ghbe20	was_informed_by	Gp0321291	['img.taxon:3300042839', 'biosample:SAMN10864174', 'gold:Gb0191671']
552	nmdc:mga0gk8h72	was_informed_by	SAMEA7724282_ERR5004061	['gold:Gb0240014']
553	nmdc:mga0gmpt91	was_informed_by	Gp0344887	['img.taxon:3300032009', 'biosample:SAMN11529826']
554	nmdc:mga0gmx370	was_informed_by	Gp0344837	['img.taxon:3300032066', 'biosample:SAMN11532403']
555	nmdc:mga0gr8k32	was_informed_by	Gp0344843	['img.taxon:3300031897', 'biosample:SAMN11532585']
556	nmdc:mga0gs39	was_informed_by	Gp0208368	['img.taxon:3300014654', 'biosample:SAMN07631766']
557	nmdc:mga0gt36	was_informed_by	Gp0138736	['img.taxon:3300025507', 'biosample:SAMN06264896']
558	nmdc:mga0gtb253	was_informed_by	Gp0344859	['img.taxon:3300031764', 'biosample:SAMN11532661']
559	nmdc:mga0gtd837	was_informed_by	Gp0325962	['img.taxon:3300031833', 'biosample:SAMN11528527']
560	nmdc:mga0gtrs94	was_informed_by	Gp0111284	null
561	nmdc:mga0gtzc43	was_informed_by	Gp0566689	['img.taxon:3300046815']
562	nmdc:mga0gv2179	was_informed_by	SAMEA7724282_ERR5003327	['gold:Gb0240014']
563	nmdc:mga0gwjt52	was_informed_by	Gp0344891	['img.taxon:3300031821', 'biosample:SAMN11533262']
564	nmdc:mga0gwq038	was_informed_by	SAMEA7724286	null
565	nmdc:mga0gyew09	was_informed_by	SAMEA7724344_ERR5004972	['gold:Gb0240048']
566	nmdc:mga0gzh710	was_informed_by	Gp0566664	['img.taxon:3300046816']
567	nmdc:mga0h0s362	was_informed_by	Gp0127654	['img.taxon:3300042799', 'biosample:SAMN06267139', 'gold:Gb0126455']
568	nmdc:mga0h21f66	was_informed_by	Gp0321295	['img.taxon:3300042841', 'biosample:SAMN10864333', 'gold:Gb0191675']
569	nmdc:mga0h2gj72	was_informed_by	Gp0566697	['img.taxon:3300046822']
570	nmdc:mga0h2ts61	was_informed_by	Gp0566658	['img.taxon:3300046715']
571	nmdc:mga0h2vt59	was_informed_by	Gp0208569	null
572	nmdc:mga0h309	was_informed_by	SRR8849258	null
573	nmdc:mga0h3gc25	was_informed_by	Gp0344862	['img.taxon:3300031546', 'biosample:SAMN10864356']
574	nmdc:mga0h52j57	was_informed_by	Gp0208568	null
575	nmdc:mga0h5rj79	was_informed_by	Gp0566729	['img.taxon:3300047313']
576	nmdc:mga0h5wv56	was_informed_by	Gp0566827	['img.taxon:3300046462']
577	nmdc:mga0h988	was_informed_by	SRR8849222	null
578	nmdc:mga0h9dt75	was_informed_by	Gp0115663	['img.taxon:3300042741', 'biosample:SAMN06343863', 'gold:Gb0115217']
579	nmdc:mga0hed022	was_informed_by	Gp0108342	null
580	nmdc:mga0hehd84	was_informed_by	Gp0566846	['img.taxon:3300046691']
581	nmdc:mga0herq61	was_informed_by	SAMEA7724339_ERR5004180	['gold:Gb0240043']
582	nmdc:mga0hf70	was_informed_by	SRR12479985	null
583	nmdc:mga0hhgs46	was_informed_by	SAMEA7724306_ERR5004872	['gold:Gb0239927']
584	nmdc:mga0hjgc20	was_informed_by	Gp0127638	['img.taxon:3300042772', 'biosample:SAMN06267124', 'gold:Gb0126439']
585	nmdc:mga0hk5077	was_informed_by	SAMEA7724288	null
586	nmdc:mga0hkm868	was_informed_by	Gp0344828	['img.taxon:3300032060', 'biosample:SAMN11532885']
587	nmdc:mga0hn52	was_informed_by	SRR13122074	null
588	nmdc:mga0hr43	was_informed_by	Gp0208359	['img.taxon:3300014655', 'biosample:SAMN07631758']
589	nmdc:mga0htjf75	was_informed_by	Gp0306225	null
590	nmdc:mga0hvd050	was_informed_by	SAMEA7724349_ERR5003436	['gold:Gb0240053']
591	nmdc:mga0hw3w85	was_informed_by	Gp0566686	['img.taxon:3300046796']
592	nmdc:mga0hx8n46	was_informed_by	Gp0566640	['img.taxon:3300046781']
593	nmdc:mga0hy1037	was_informed_by	Gp0566834	['img.taxon:3300046683']
594	nmdc:mga0hz22	was_informed_by	Gp0213352	['img.taxon:3300018002', 'biosample:SAMN08778334']
595	nmdc:mga0hzzc63	was_informed_by	Gp0331393	null
596	nmdc:mga0j019	was_informed_by	Gp0208367	['img.taxon:3300014155', 'biosample:SAMN07631765']
597	nmdc:mga0j2bm18	was_informed_by	Gp0108344	null
598	nmdc:mga0j310	was_informed_by	SRR8849244	null
599	nmdc:mga0j4fe07	was_informed_by	Gp0127649	['img.taxon:3300042796', 'biosample:SAMN06267135', 'gold:Gb0126450']
600	nmdc:mga0j4gd11	was_informed_by	Gp0321421	null
601	nmdc:mga0j4ht70	was_informed_by	SAMEA7724319_ERR5004947	['gold:Gb0240033']
602	nmdc:mga0j795	was_informed_by	SRR8849289	null
603	nmdc:mga0ja86	was_informed_by	SRR8849209	null
604	nmdc:mga0jbfx89	was_informed_by	Gp0127645	['img.taxon:3300042792', 'biosample:SAMN06267131', 'gold:Gb0126446']
605	nmdc:mga0jc80	was_informed_by	Gp0213359	['img.taxon:3300018035', 'biosample:SAMN08777131']
606	nmdc:mga0jdte15	was_informed_by	SAMEA7724216_ERR5004690	['gold:Gb0240095']
607	nmdc:mga0jdx060	was_informed_by	Gp0566768	['img.taxon:3300046454']
608	nmdc:mga0jfwq54	was_informed_by	Gp0119849	['img.taxon:3300042802', 'biosample:SAMN06343766', 'gold:Gb0119259']
609	nmdc:mga0jp50	was_informed_by	Gp0208376	['img.taxon:3300014152', 'biosample:SAMN07631774']
610	nmdc:mga0jq9t88	was_informed_by	Gp0566789	['img.taxon:3300046689']
611	nmdc:mga0jrrd77	was_informed_by	Gp0321408	null
612	nmdc:mga0js1z32	was_informed_by	Gp0321407	null
613	nmdc:mga0jt38	was_informed_by	SRR8849231	null
614	nmdc:mga0jx8k09	was_informed_by	Gp0127631	['img.taxon:3300042765', 'biosample:SAMN06267117', 'gold:Gb0126432']
615	nmdc:mga0jy6193	was_informed_by	Gp0111289	null
616	nmdc:mga0jz23	was_informed_by	SRR8849264	null
617	nmdc:mga0k020	was_informed_by	Gp0138735	null
618	nmdc:mga0k117	was_informed_by	Gp0138763	null
619	nmdc:mga0k1me67	was_informed_by	Gp0566803	['img.taxon:3300046453']
620	nmdc:mga0k2nc09	was_informed_by	Gp0208566	null
621	nmdc:mga0k2rk88	was_informed_by	SAMEA7724293_ERR5003336	['gold:Gb0240020']
622	nmdc:mga0k311	was_informed_by	Gp0138728	['img.taxon:3300025453', 'biosample:SAMN06264844']
623	nmdc:mga0k408	was_informed_by	Gp0116325	['img.taxon:3300006195', 'biosample:SAMN06343958']
624	nmdc:mga0k45x06	was_informed_by	Gp0566854	['img.taxon:3300049459']
625	nmdc:mga0k5hj83	was_informed_by	Gp0108345	null
626	nmdc:mga0k68w76	was_informed_by	Gp0566835	['img.taxon:3300046664']
627	nmdc:mga0k6e263	was_informed_by	Gp0566690	['img.taxon:3300046659']
628	nmdc:mga0k6k462	was_informed_by	Gp0306245	null
629	nmdc:mga0k6mj21	was_informed_by	Gp0566790	['img.taxon:3300048089']
630	nmdc:mga0k7az04	was_informed_by	Gp0566798	['img.taxon:3300046557']
631	nmdc:mga0k85x37	was_informed_by	Gp0115669	['img.taxon:3300042746', 'biosample:SAMN06343869', 'gold:Gb0115223']
632	nmdc:mga0k88418	was_informed_by	SAMEA7724286_ERR5003331	['gold:Gb0239951']
633	nmdc:mga0k893	was_informed_by	Gp0138754	['img.taxon:3300025460', 'biosample:SAMN06265144']
634	nmdc:mga0k8t048	was_informed_by	SAMEA7724281_ERR5004060	['gold:Gb0240013']
635	nmdc:mga0k990	was_informed_by	SRR8849269	null
636	nmdc:mga0kc8449	was_informed_by	SAMEA7724310_ERR5002130	['gold:Gb0240024']
637	nmdc:mga0kdca67	was_informed_by	Gp0321288	['img.taxon:3300042834', 'biosample:SAMN10864329', 'gold:Gb0191668']
638	nmdc:mga0ke0n54	was_informed_by	Gp0225773	null
639	nmdc:mga0ke75	was_informed_by	SRR8849253	null
640	nmdc:mga0kegm73	was_informed_by	Gp0208582	null
641	nmdc:mga0kf72	was_informed_by	SRR8849239	null
642	nmdc:mga0kg2s11	was_informed_by	Gp0111277	null
643	nmdc:mga0kh66	was_informed_by	Gp0208381	['img.taxon:3300014162', 'biosample:SAMN09092231']
644	nmdc:mga0khk038	was_informed_by	Gp0566704	['img.taxon:3300046723']
645	nmdc:mga0khyn83	was_informed_by	SAMEA7724325_ERR5003420	['gold:Gb0315661']
646	nmdc:mga0kke679	was_informed_by	Gp0331407	null
647	nmdc:mga0km57	was_informed_by	SRR13122157	null
648	nmdc:mga0km8e81	was_informed_by	Gp0566800	['img.taxon:3300046690']
649	nmdc:mga0kpja70	was_informed_by	Gp0115673	['img.taxon:3300042750', 'biosample:SAMN06343873', 'gold:Gb0115227']
650	nmdc:mga0krh454	was_informed_by	Gp0306237	null
651	nmdc:mga0ks42	was_informed_by	Gp0138749	['img.taxon:3300025448', 'biosample:SAMN06265149']
652	nmdc:mga0kt0j59	was_informed_by	Gp0111279	null
653	nmdc:mga0kt39	was_informed_by	Gp0116337	['img.taxon:3300006904', 'biosample:SAMN06343966']
654	nmdc:mga0kv36	was_informed_by	SRR8849202	null
655	nmdc:mga0kwbf46	was_informed_by	Gp0208572	null
656	nmdc:mga0kwgv15	was_informed_by	Gp0344822	['img.taxon:3300031832', 'biosample:SAMN11532486']
657	nmdc:mga0kx9024	was_informed_by	Gp0306221	null
658	nmdc:mga0kxcz31	was_informed_by	Gp0344898	['img.taxon:3300031680', 'biosample:SAMN10864295']
659	nmdc:mga0kxk034	was_informed_by	Gp0321274	['img.taxon:3300042823', 'biosample:SAMN10864399', 'gold:Gb0191654']
660	nmdc:mga0ky27	was_informed_by	SRR8849210	null
661	nmdc:mga0kzrc67	was_informed_by	Gp0344842	['img.taxon:3300033290', 'biosample:SAMN11529941']
662	nmdc:mga0m0hm68	was_informed_by	Gp0566654	['img.taxon:3300049440']
663	nmdc:mga0m1d544	was_informed_by	SAMEA7724296	null
664	nmdc:mga0m1d738	was_informed_by	Gp0344888	['img.taxon:3300031831', 'biosample:SAMN11533376']
665	nmdc:mga0m1q166	was_informed_by	Gp0108335	null
666	nmdc:mga0m1wn11	was_informed_by	SAMEA7724285_ERR5004851	['gold:Gb0239937']
667	nmdc:mga0m2ed53	was_informed_by	Gp0306224	null
668	nmdc:mga0m2km37	was_informed_by	Gp0321267	['img.taxon:3300042818', 'biosample:SAMN10864377', 'gold:Gb0191647']
669	nmdc:mga0m2r490	was_informed_by	SAMEA7724335_ERR5004963	['gold:Gb0240039']
670	nmdc:mga0m312	was_informed_by	SRR8849260	null
671	nmdc:mga0m5s393	was_informed_by	Gp0566763	['img.taxon:3300046536']
672	nmdc:mga0m77924	was_informed_by	SAMEA7724302_ERR5002064	['gold:Gb0239923']
673	nmdc:mga0m894	was_informed_by	Gp0116338	['img.taxon:3300006854', 'biosample:SAMN06343967']
674	nmdc:mga0m8c767	was_informed_by	Gp0325956	['img.taxon:3300032035', 'biosample:SAMN11532521']
675	nmdc:mga0m8nk40	was_informed_by	Gp0344860	['img.taxon:3300031893', 'biosample:SAMN11532401']
676	nmdc:mga0m9b895	was_informed_by	Gp0566837	['img.taxon:3300046665']
677	nmdc:mga0ma88	was_informed_by	Gp0213346	['img.taxon:3300018040', 'biosample:SAMN08778332']
678	nmdc:mga0mazp08	was_informed_by	Gp0566637	['img.taxon:3300046708']
679	nmdc:mga0mc82	was_informed_by	Gp0213360	['img.taxon:3300018003', 'biosample:SAMN08779183']
680	nmdc:mga0mckj72	was_informed_by	Gp0566714	['img.taxon:3300047312']
681	nmdc:mga0mcra04	was_informed_by	Gp0566739	['img.taxon:3300049458']
682	nmdc:mga0md79	was_informed_by	SRR8849198	null
683	nmdc:mga0md9v67	was_informed_by	Gp0225771	null
684	nmdc:mga0menq26	was_informed_by	Gp0566676	['img.taxon:3300046813']
685	nmdc:mga0meyn41	was_informed_by	Gp0306231	null
686	nmdc:mga0mfxf90	was_informed_by	Gp0127652	['img.taxon:3300042812', 'biosample:SAMN06267137', 'gold:Gb0126453']
687	nmdc:mga0mgyv87	was_informed_by	SAMEA7724320_ERR5003418	['gold:Gb0240034']
688	nmdc:mga0mj7a82	was_informed_by	SAMEA7723904_ERR5004474	['gold:Gb0240121']
689	nmdc:mga0mk61	was_informed_by	Gp0138739	['img.taxon:3300025404', 'biosample:SAMN06266156']
690	nmdc:mga0mkvq95	was_informed_by	Gp0344845	['img.taxon:3300031894', 'biosample:SAMN11532136']
691	nmdc:mga0mm58	was_informed_by	Gp0213334	['img.taxon:3300017941', 'biosample:SAMN08779012']
692	nmdc:mga0mm5q08	was_informed_by	Gp0344880	['img.taxon:3300032043', 'biosample:SAMN11533232']
693	nmdc:mga0mp52	was_informed_by	Gp0138762	['img.taxon:3300025432', 'biosample:SAMN06265141']
694	nmdc:mga0mqg281	was_informed_by	Gp0566665	['img.taxon:3300046811']
695	nmdc:mga0mqkc54	was_informed_by	Gp0566684	['img.taxon:3300046720']
696	nmdc:mga0mv5204	was_informed_by	Gp0566760	['img.taxon:3300046491']
697	nmdc:mga0mvta98	was_informed_by	Gp0566651	['img.taxon:3300046836']
698	nmdc:mga0mx31	was_informed_by	Gp0116330	['img.taxon:3300027873', 'biosample:SAMN06264566']
699	nmdc:mga0mxc469	was_informed_by	Gp0566857	['img.taxon:3300047470']
700	nmdc:mga0n0je44	was_informed_by	Gp0115667	['img.taxon:3300042791', 'biosample:SAMN06343867', 'gold:Gb0115221']
701	nmdc:mga0n1jq49	was_informed_by	Gp0225790	null
702	nmdc:mga0n24427	was_informed_by	Gp0208575	['img.taxon:3300031744', 'biosample:SAMN07631797']
703	nmdc:mga0n2eb16	was_informed_by	SAMEA7724284_ERR5003329	['gold:Gb0239936']
704	nmdc:mga0n32g21	was_informed_by	SAMEA7724227_ERR5003219	['gold:Gb0240054']
705	nmdc:mga0n410	was_informed_by	Gp0138748	null
706	nmdc:mga0n58m79	was_informed_by	Gp0321409	null
707	nmdc:mga0n5dh93	was_informed_by	Gp0566730	['img.taxon:3300047513']
708	nmdc:mga0n66h21	was_informed_by	Gp0115668	['img.taxon:3300042745', 'biosample:SAMN06343868', 'gold:Gb0115222']
709	nmdc:mga0n78494	was_informed_by	SAMEA7724341_ERR5003428	['gold:Gb0240045']
710	nmdc:mga0n80n67	was_informed_by	Gp0566805	['img.taxon:3300046459']
711	nmdc:mga0n895	was_informed_by	Gp0116347	['img.taxon:3300006871', 'biosample:SAMN06343974']
712	nmdc:mga0na6r31	was_informed_by	Gp0331398	null
713	nmdc:mga0nc83	was_informed_by	SRR8849262	null
714	nmdc:mga0nckv02	was_informed_by	SAMEA7724338_ERR5002147	['gold:Gb0240042']
715	nmdc:mga0nd80	was_informed_by	SRR13122091	null
716	nmdc:mga0ndba77	was_informed_by	SAMEA7724315_ERR5004156	['gold:Gb0240029']
717	nmdc:mga0nhms72	was_informed_by	SAMEA7724286	null
718	nmdc:mga0nj7r94	was_informed_by	SAMEA7724280_ERR5004846	['gold:Gb0240012']
719	nmdc:mga0nm3m69	was_informed_by	Gp0331412	null
720	nmdc:mga0nn56	was_informed_by	SRR8849240	null
721	nmdc:mga0np0190	was_informed_by	SAMEA7724336_ERR5004964	['gold:Gb0240040']
722	nmdc:mga0np53	was_informed_by	Gp0138763	['img.taxon:3300025472', 'biosample:SAMN06266159']
723	nmdc:mga0nscm44	was_informed_by	Gp0119861	['img.taxon:3300042788', 'biosample:SAMN06343777', 'gold:Gb0119271']
724	nmdc:mga0nv38	was_informed_by	SRR12479918	null
725	nmdc:mga0nx8w47	was_informed_by	SAMEA7724288	null
726	nmdc:mga0nzm789	was_informed_by	Gp0321306	['img.taxon:3300042873', 'biosample:SAMN10864137', 'gold:Gb0191686']
727	nmdc:mga0p0hs64	was_informed_by	Gp0321413	null
728	nmdc:mga0p46c26	was_informed_by	SAMEA7724321_ERR5002140	['gold:Gb0240035']
729	nmdc:mga0p4tw95	was_informed_by	Gp0208565	null
730	nmdc:mga0p6fq66	was_informed_by	SAMEA7724296_ERR5004862	['gold:Gb0240017']
731	nmdc:mga0p73j04	was_informed_by	Gp0566845	['img.taxon:3300046684']
732	nmdc:mga0p896	was_informed_by	Gp0116331	['img.taxon:3300009100', 'biosample:SAMN06343960']
733	nmdc:mga0p8hk47	was_informed_by	Gp0119862	['img.taxon:3300042789', 'biosample:SAMN06266111', 'gold:Gb0119272']
734	nmdc:mga0p8vw30	was_informed_by	SAMEA7724282_ERR5002048	['gold:Gb0240014']
735	nmdc:mga0p9fs59	was_informed_by	Gp0566731	['img.taxon:3300049451']
736	nmdc:mga0p9g717	was_informed_by	SAMEA7724341_ERR5004969	['gold:Gb0240045']
737	nmdc:mga0pa4349	was_informed_by	Gp0566842	['img.taxon:3300046526']
738	nmdc:mga0panc39	was_informed_by	Gp0566758	['img.taxon:3300046473']
739	nmdc:mga0papr04	was_informed_by	SAMEA7724303_ERR5003344	['gold:Gb0239924']
740	nmdc:mga0pb3283	was_informed_by	Gp0321414	null
741	nmdc:mga0pd81	was_informed_by	Gp0208378	['img.taxon:3300014199', 'biosample:SAMN07631776']
742	nmdc:mga0pdcf20	was_informed_by	Gp0119867	['img.taxon:3300042815', 'biosample:SAMN06343683', 'gold:Gb0119277']
743	nmdc:mga0pfj814	was_informed_by	SAMEA7724104_ERR5003112	['gold:Gb0240119']
744	nmdc:mga0pj4h69	was_informed_by	SAMEA7724223_ERR5003910	['gold:Gb0240086']
745	nmdc:mga0pk8v75	was_informed_by	SAMEA7724340_ERR5004968	['gold:Gb0240044']
746	nmdc:mga0pkw952	was_informed_by	SAMEA7724314_ERR5002133	['gold:Gb0240028']
747	nmdc:mga0pky372	was_informed_by	Gp0119870	null
748	nmdc:mga0ppgy73	was_informed_by	Gp0566774	['img.taxon:3300046537']
749	nmdc:mga0pphe25	was_informed_by	Gp0321433	null
750	nmdc:mga0pq6y95	was_informed_by	SAMEA7724341_ERR5002149	['gold:Gb0240045']
751	nmdc:mga0pqkj47	was_informed_by	Gp0321275	['img.taxon:3300042827', 'biosample:SAMN10864182', 'gold:Gb0191655']
752	nmdc:mga0pr48	was_informed_by	Gp0116340	null
753	nmdc:mga0pt3a54	was_informed_by	SAMEA7724303_ERR5004869	['gold:Gb0239924']
754	nmdc:mga0pt6669	was_informed_by	SAMEA7724296_ERR5002060	['gold:Gb0240017']
755	nmdc:mga0pv39	was_informed_by	Gp0213365	['img.taxon:3300018024', 'biosample:SAMN08779027']
756	nmdc:mga0pvf031	was_informed_by	SAMEA7724300_ERR5002063	['gold:Gb0239921']
757	nmdc:mga0pvfz35	was_informed_by	Gp0344829	['img.taxon:3300032052', 'biosample:SAMN11532584']
758	nmdc:mga0px0j26	was_informed_by	Gp0566761	['img.taxon:3300046492']
759	nmdc:mga0px33	was_informed_by	Gp0213349	['img.taxon:3300018004', 'biosample:SAMN08779016']
760	nmdc:mga0pxjc62	was_informed_by	SAMEA7724286	null
761	nmdc:mga0py30	was_informed_by	SRR12479809	null
762	nmdc:mga0q218	was_informed_by	Gp0138758	['img.taxon:3300025501', 'biosample:SAMN06264843']
763	nmdc:mga0q2y658	was_informed_by	SAMEA7724285	null
764	nmdc:mga0q4cw38	was_informed_by	SAMEA7724259_ERR5004825	['gold:Gb0239991']
765	nmdc:mga0q4zw57	was_informed_by	Gp0344877	['img.taxon:3300032068', 'biosample:SAMN11529798']
766	nmdc:mga0q57j95	was_informed_by	Gp0344864	['img.taxon:3300032094', 'biosample:SAMN11532761']
767	nmdc:mga0q606	was_informed_by	Gp0138734	['img.taxon:3300025480', 'biosample:SAMN06266168']
768	nmdc:mga0q6p390	was_informed_by	Gp0566759	['img.taxon:3300046506']
769	nmdc:mga0q7aq50	was_informed_by	Gp0225788	null
770	nmdc:mga0q9t975	was_informed_by	Gp0344865	['img.taxon:3300031545', 'biosample:SAMN10864342']
771	nmdc:mga0qa7y25	was_informed_by	SAMEA7724320_ERR5002139	['gold:Gb0240034']
772	nmdc:mga0qa91	was_informed_by	SRR8849251	null
773	nmdc:mga0qab119	was_informed_by	SAMEA7724286_ERR5004065	['gold:Gb0239951']
774	nmdc:mga0qb88	was_informed_by	Gp0213335	['img.taxon:3300018046', 'biosample:SAMN08776998']
775	nmdc:mga0qcab52	was_informed_by	SAMEA7724286_ERR5004852	['gold:Gb0239951']
776	nmdc:mga0qd82	was_informed_by	SRR8849287	null
777	nmdc:mga0qebb20	was_informed_by	Gp0566642	['img.taxon:3300046657']
778	nmdc:mga0qfj577	was_informed_by	Gp0208581	['img.taxon:3300032076', 'biosample:SAMN07630345']
779	nmdc:mga0qh70	was_informed_by	SRR12480103	null
780	nmdc:mga0qhe637	was_informed_by	Gp0566772	['img.taxon:3300046500']
781	nmdc:mga0qj3a46	was_informed_by	Gp0321276	['img.taxon:3300042828', 'biosample:SAMN10864143', 'gold:Gb0191656']
782	nmdc:mga0qj67	was_informed_by	Gp0116343	['img.taxon:3300006846', 'biosample:SAMN06343971']
783	nmdc:mga0qkbt38	was_informed_by	Gp0566688	['img.taxon:3300046814']
784	nmdc:mga0qn58	was_informed_by	Gp0213369	['img.taxon:3300018025', 'biosample:SAMN08778352']
785	nmdc:mga0qnyw18	was_informed_by	Gp0566853	['img.taxon:3300047445']
786	nmdc:mga0qp0z11	was_informed_by	Gp0566863	['img.taxon:3300047443']
787	nmdc:mga0qpgt42	was_informed_by	SAMEA7724221_ERR5001935	['gold:Gb0240085']
788	nmdc:mga0qr49	was_informed_by	Gp0208365	['img.taxon:3300014657', 'biosample:SAMN07631763']
789	nmdc:mga0qs0k46	was_informed_by	Gp0225793	null
790	nmdc:mga0qt4z46	was_informed_by	Gp0321280	['img.taxon:3300042831', 'biosample:SAMN10864328', 'gold:Gb0191660']
791	nmdc:mga0qv9y86	was_informed_by	Gp0321405	null
792	nmdc:mga0qvez88	was_informed_by	Gp0566816	['img.taxon:3300046533']
793	nmdc:mga0qx9434	was_informed_by	Gp0321430	null
794	nmdc:mga0qydv98	was_informed_by	Gp0566817	['img.taxon:3300046461']
795	nmdc:mga0qz1n39	was_informed_by	Gp0344849	['img.taxon:3300031769', 'biosample:SAMN11533383']
796	nmdc:mga0qzvc92	was_informed_by	SAMEA7724343_ERR5002151	['gold:Gb0240047']
797	nmdc:mga0r0vf18	was_informed_by	Gp0127634	['img.taxon:3300042768', 'biosample:SAMN06267120', 'gold:Gb0126435']
798	nmdc:mga0r12h19	was_informed_by	Gp0331403	null
799	nmdc:mga0r3w742	was_informed_by	Gp0321309	['img.taxon:3300042857', 'biosample:SAMN10864136', 'gold:Gb0191689']
800	nmdc:mga0r3z163	was_informed_by	Gp0566712	['img.taxon:3300047053']
801	nmdc:mga0r4qd51	was_informed_by	Gp0566720	['img.taxon:3300046510']
